command_count,avg_command_length,shell_escape_count,directory_traversal_count,failed_login_count,payload_entropy,interaction_interval_var,persistence_score,ua_diversity,lateral_movement_index,sensitive_file_count,payload_to_cmd_ratio,label
1.0,8.0,0.0,0.0,1.0,2.5,0.0,1.0,1.0,1.0,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
3.0,4.666666666666667,2.0,0.0,2.0,3.4613201402110083,0.0,2.0,1.0,0.5,0.0,4.5,1
3.0,4.666666666666667,2.0,0.0,3.0,3.4613201402110083,296249833896.98724,3.0,1.0,0.3333333333333333,0.0,4.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,8.0,0.0,0.0,1.0,2.5,0.0,2.0,1.0,0.5,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,16.0,0.0,2.0,0.0,3.202819531114783,0.0,1.0,1.0,1.0,1.0,8.0,1
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,3.0,4.053508854797678,150819519654.9072,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,0.0,1.0,1.0,1.0,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
1.0,16.0,0.0,0.0,1.0,3.25,0.0,1.0,1.0,1.0,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
1.0,16.0,0.0,2.0,0.0,3.202819531114783,0.0,1.0,1.0,1.0,1.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,16.0,0.0,2.0,1.0,3.202819531114783,0.0,1.0,1.0,1.0,1.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,16.0,0.0,2.0,1.0,3.202819531114783,45018001831.80636,3.0,1.0,0.3333333333333333,1.0,8.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,41531811590.103065,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,16.0,0.0,0.0,1.0,3.25,0.0,2.0,1.0,0.5,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,17020125071.0325,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,15.0,0.0,0.0,0.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,16.0,0.0,0.0,1.0,3.25,0.0,1.0,1.0,1.0,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,153048313988.1084,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,15.0,0.0,0.0,0.0,3.240223928941852,123613864069.23114,3.0,1.0,0.3333333333333333,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,16.0,0.0,0.0,0.0,3.25,44474242844.38494,4.0,1.0,0.25,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,83483038368.44695,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,3.0,4.053508854797678,131811659007.82549,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,44425842878.66976,3.0,1.0,0.3333333333333333,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,0.0,3.4613201402110083,17679520771.60596,3.0,1.0,0.3333333333333333,0.0,4.5,1
1.0,16.0,0.0,0.0,0.0,3.25,0.0,2.0,1.0,0.5,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,290093444599.3458,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,69997853025.24432,3.0,1.0,0.3333333333333333,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,1.0,3.4613201402110083,0.0,2.0,1.0,0.5,0.0,4.5,1
3.0,4.666666666666667,2.0,0.0,1.0,3.4613201402110083,95767381293.73384,4.0,1.0,0.25,0.0,4.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,257087521490.23007,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,16.0,0.0,0.0,0.0,3.25,0.0,1.0,1.0,1.0,0.0,8.0,1
1.0,8.0,0.0,0.0,1.0,2.5,0.0,1.0,1.0,1.0,0.0,4.0,1
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,258048879350.37192,4.0,1.0,0.25,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,0.0,2.0,1.0,0.5,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,37727803301.34232,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,22475750233.77504,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,117761026819.69867,4.0,1.0,0.25,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,0.0,1.0,1.0,1.0,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,44515312208.35464,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,127401424222.7151,3.0,1.0,0.3333333333333333,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,0.0,2.0,1.0,0.5,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,17413675125.87432,4.0,1.0,0.25,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,148182408993.59488,4.0,1.0,0.25,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,183287674312.46936,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,16.0,0.0,2.0,1.0,3.202819531114783,0.0,2.0,1.0,0.5,1.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,1.0,3.4613201402110083,20092106145.99396,3.0,1.0,0.3333333333333333,0.0,4.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,3.0,4.053508854797678,111357744215.64653,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,8.0,0.0,0.0,1.0,2.5,161664353286.0642,3.0,1.0,0.3333333333333333,0.0,4.0,1
1.0,15.0,0.0,0.0,0.0,3.240223928941852,33841613195.703365,3.0,1.0,0.3333333333333333,1.0,7.5,1
1.0,15.0,0.0,0.0,0.0,3.240223928941852,0.0,2.0,1.0,0.5,1.0,7.5,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,72169603283.5824,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,92794320486.804,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,64432013750.29346,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,180061923551.88553,4.0,1.0,0.25,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,1.0,1.0,1.0,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,46336671316.57053,5.0,1.0,0.2,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,0.0,3.4613201402110083,0.0,2.0,1.0,0.5,0.0,4.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,7877635016.364241,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,16.0,0.0,0.0,0.0,3.25,0.0,1.0,1.0,1.0,0.0,8.0,1
1.0,15.0,0.0,0.0,1.0,3.240223928941852,12684300842.65863,5.0,1.0,0.2,1.0,7.5,1
1.0,8.0,0.0,0.0,1.0,2.5,13522348813.704962,4.0,1.0,0.25,0.0,4.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,76844060435.64928,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,40246121511.06466,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,2.0,1.0,0.5,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,287903896061.8947,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,16.0,0.0,0.0,1.0,3.25,0.0,2.0,1.0,0.5,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,36793125520.05204,5.0,1.0,0.2,0.0,12.0,0
